index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
24,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2002,source,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,TUR,Turkey,,,,,4.66,4.66400,,,,,
25,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2002,source,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,TUR,Turkey,,,,,4.16,4.15800,,,,,
26,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2002,source,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,TUR,Turkey,,,,,0.51,0.50600,,,,,
27,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2003,source,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,5.25,5.25016,,,,,
28,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2003,source,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,3.29,3.28800,,,,,
29,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2003,source,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,2.79,2.79200,,,,,
30,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2003,source,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,0.5,0.49600,,,,,
31,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2004,source,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,TUR,Turkey,,,,,6.05,6.05340,,,,,
32,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2004,source,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,TUR,Turkey,,,,,3.5,3.49800,,,,,
33,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2004,source,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,TUR,Turkey,,,,,3.02,3.01600,,,,,
34,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2004,source,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,TUR,Turkey,,,,,0.48,0.48200,,,,,
35,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2005,source,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,TUR,Turkey,,,,,5.48,5.47997,,,,,
36,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2005,source,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,TUR,Turkey,,,,,3.49,3.49000,,,,,
37,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2005,source,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,TUR,Turkey,,,,,2.79,2.78600,,,,,
38,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2005,source,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,TUR,Turkey,,,,,0.7,0.70400,,,,,
39,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2006,source,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,TUR,Turkey,,,,,4.95,4.95299,,,,,
40,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2006,source,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,TUR,Turkey,,,,,3.32,3.32000,,,,,
41,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2006,source,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,TUR,Turkey,,,,,2.85,2.85200,,,,,
42,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2006,source,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,TUR,Turkey,,,,,0.47,0.46800,,,,,
43,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2007,source,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,TUR,Turkey,,,,,4.91,4.90893,,,,,
44,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2007,source,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,TUR,Turkey,,,,,3.27,3.26600,,,,,
45,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2007,source,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,TUR,Turkey,,,,,2.76,2.75600,,,,,
46,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2007,source,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,TUR,Turkey,,,,,0.51,0.51000,,,,,
47,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2008,source,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,5.48,5.47715,,,,,
48,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2008,source,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,3.94,3.93800,,,,,
49,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2008,source,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,3.53,3.52600,,,,,
50,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2008,source,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,0.41,0.41200,,,,,
51,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2009,source,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,TUR,Turkey,,,,,5.76,5.75553,,,,,
52,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2009,source,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,TUR,Turkey,,,,,4.14,4.13600,,,,,
53,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2009,source,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,TUR,Turkey,,,,,3.49,3.49400,,,,,
54,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2009,source,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,TUR,Turkey,,,,,0.64,0.64200,,,,,
55,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2010,source,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,TUR,Turkey,,,,,5.76,5.76245,,,,,
56,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2010,source,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,TUR,Turkey,,,,,4.15,4.14600,,,,,
57,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2010,source,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,TUR,Turkey,,,,,3.65,3.64800,,,,,
58,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2010,source,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,TUR,Turkey,,,,,0.5,0.49800,,,,,
59,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2011,source,,PUBLISHED,Published,,2011.0,2011,,EUR,2011,2011,Europe,,TUR,Turkey,,,,,5.39,5.38894,,,,,
60,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2011,source,,PUBLISHED,Published,,2011.0,2011,,EUR,2011,2011,Europe,,TUR,Turkey,,,,,3.97,3.97000,,,,,
61,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2011,source,,PUBLISHED,Published,,2011.0,2011,,EUR,2011,2011,Europe,,TUR,Turkey,,,,,3.46,3.46000,,,,,
62,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2011,source,,PUBLISHED,Published,,2011.0,2011,,EUR,2011,2011,Europe,,TUR,Turkey,,,,,0.51,0.51000,,,,,
63,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2013,source,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,TUR,Turkey,,,,,5.04,5.03549,,,,,
64,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2013,source,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,TUR,Turkey,,,,,3.62,3.62400,,,,,
65,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2013,source,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,TUR,Turkey,,,,,3.24,3.23800,,,,,
66,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2013,source,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,TUR,Turkey,,,,,0.39,0.38600,,,,,
67,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4989,FPTUR2014,source,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,TUR,Turkey,,,,,5.2,5.20107,,,,,
68,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2014,source,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,TUR,Turkey,,,,,3.58,3.57600,,,,,
69,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2014,source,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,TUR,Turkey,,,,,3.12,3.11800,,,,,
70,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4990,FPTUR2014,source,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,TUR,Turkey,,,,,0.46,0.45800,,,,,
71,FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844,FPTUR2002,source,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,TUR,Turkey,,TOTL,Total,,6.01,6.01000,,,,,
72,FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844,FPTUR2002,source,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,TUR,Turkey,,RUR,Rural,,7.94,7.94000,,,,,
73,FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844,FPTUR2002,source,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,TUR,Turkey,,URB,Urban,,4.72,4.72000,,,,,
74,FINPROTECTION_CATA_TOT_25_POP,Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845,FPTUR2002,source,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,TUR,Turkey,,TOTL,Total,,1.07,1.07000,,,,,
