index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
12,HIV_0000000019,"Number of people aged 15 years and over who received HIV testing and counselling, reporting period",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2931,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,No data,,,,,,
13,HIV_0000000029,"Reported number of tests performed where results were received by a person (testing volume), reporting period",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2931,PUBLISHED,Published,,2018.0,2018,,EUR,Europe,,TUR,2018,2018,Turkey,,No data,,,,,,
14,HIV_0000000027,Reported number of tests performed where results were received by a person (testing volume),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2930,PUBLISHED,Published,,2018.0,2018,,EUR,Europe,,TUR,2018,2018,Turkey,,No data,,,,,,
15,HIV_0000000028,"Estimated number of tests performed where results were received by a person (testing volume), estimated number per 1000 population",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2931,PUBLISHED,Published,,2018.0,2018,,EUR,Europe,,TUR,2018,2018,Turkey,,No data,,,,,,
16,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,No data,,,,,,
17,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,No data,,,,,,
18,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,No data,,,,,,
19,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,No data,,,,,,
20,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,No data,,,,,,
21,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,No data,,,,,,
22,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,No data,,,,,,
23,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,No data,,,,,,
24,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,No data,,,,,,
25,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,No data,,,,,,
26,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,No data,,,,,,
27,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,No data,,,,,,
28,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,No data,,,,,,
29,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,No data,,,,,,
30,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,No data,,,,,,
31,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,No data,,,,,,
32,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,No data,,,,,,
33,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,No data,,,,,,
34,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018.0,2018,,EUR,Europe,,TUR,2018,2018,Turkey,,No data,,,,,,
35,HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2019.0,2019,,EUR,Europe,,TUR,2019,2019,Turkey,,No data,,,,,,
36,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,No data,,,,,,
37,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,No data,,,,,,
38,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,No data,,,,,,
39,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,No data,,,,,,
40,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,No data,,,,,,
41,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,No data,,,,,,
42,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,No data,,,,,,
43,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,No data,,,,,,
44,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,No data,,,,,,
45,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,No data,,,,,,
46,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,No data,,,,,,
47,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,No data,,,,,,
48,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,No data,,,,,,
49,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,No data,,,,,,
50,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,No data,,,,,,
51,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,No data,,,,,,
52,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,No data,,,,,,
53,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,No data,,,,,,
54,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018.0,2018,,EUR,Europe,,TUR,2018,2018,Turkey,,No data,,,,,,
55,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2019.0,2019,,EUR,Europe,,TUR,2019,2019,Turkey,,No data,,,,,,
56,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,No data,,,,,,
57,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,No data,,,,,,
58,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,No data,,,,,,
59,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,No data,,,,,,
60,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,No data,,,,,,
61,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,No data,,,,,,
62,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,No data,,,,,,
63,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,No data,,,,,,
64,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,No data,,,,,,
65,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,No data,,,,,,
66,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,No data,,,,,,
67,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,No data,,,,,,
68,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,No data,,,,,,
69,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,No data,,,,,,
70,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,No data,,,,,,
71,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,No data,,,,,,
72,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,No data,,,,,,
73,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,No data,,,,,,
74,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2018.0,2018,,EUR,Europe,,TUR,2018,2018,Turkey,,No data,,,,,,
75,HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2924,PUBLISHED,Published,,2019.0,2019,,EUR,Europe,,TUR,2019,2019,Turkey,,No data,,,,,,
76,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,No data,,,,,,
77,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,No data,,,,,,
78,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,No data,,,,,,
79,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,No data,,,,,,
80,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,No data,,,,,,
81,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,No data,,,,,,
82,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,No data,,,,,,
83,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,No data,,,,,,
84,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,No data,,,,,,
85,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,No data,,,,,,
86,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,No data,,,,,,
87,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,No data,,,,,,
88,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,No data,,,,,,
89,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,No data,,,,,,
90,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,No data,,,,,,
91,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,No data,,,,,,
92,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,No data,,,,,,
93,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,No data,,,,,,
94,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2018.0,2018,,EUR,Europe,,TUR,2018,2018,Turkey,,No data,,,,,,
95,HIV_0000000006,Number of deaths due to HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2922,PUBLISHED,Published,,2019.0,2019,,EUR,Europe,,TUR,2019,2019,Turkey,,No data,,,,,,
96,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals (excluding single dose Nevirapine)  for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2936,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,No data,,,,,,
97,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals (excluding single dose Nevirapine)  for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2936,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,No data,,,,,,
98,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals (excluding single dose Nevirapine)  for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2936,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,No data,,,,,,
99,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals (excluding single dose Nevirapine)  for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2936,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,No data,,,,,,
100,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals (excluding single dose Nevirapine)  for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2936,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,No data,,,,,,
101,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals (excluding single dose Nevirapine)  for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2936,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,No data,,,,,,
102,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals (excluding single dose Nevirapine)  for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2936,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,No data,,,,,,
103,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals (excluding single dose Nevirapine)  for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2936,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,No data,,,,,,
104,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals (excluding single dose Nevirapine)  for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2936,PUBLISHED,Published,,2018.0,2018,,EUR,Europe,,TUR,2018,2018,Turkey,,No data,,,,,,
105,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals (excluding single dose Nevirapine)  for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2936,PUBLISHED,Published,,2019.0,2019,,EUR,Europe,,TUR,2019,2019,Turkey,,No data,,,,,,
106,HIV_0000000020,Estimated percentage of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4754,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,No data,,,,,,
107,HIV_0000000020,Estimated percentage of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4754,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,No data,,,,,,
108,HIV_0000000020,Estimated percentage of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4754,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,No data,,,,,,
109,HIV_0000000020,Estimated percentage of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4754,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,No data,,,,,,
110,HIV_0000000020,Estimated percentage of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4754,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,No data,,,,,,
111,HIV_0000000020,Estimated percentage of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4754,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,No data,,,,,,
